Descriptor,Borough,hour,justHourSize
14 Derelict Vehicles,BRONX,15,1965
14 Derelict Vehicles,BRONX,16,2094
14 Derelict Vehicles,BRONX,17,1825
14 Derelict Vehicles,BRONX,18,1661
14 Derelict Vehicles,BRONX,19,1252
14 Derelict Vehicles,BRONX,20,1021
14 Derelict Vehicles,BRONX,21,886
14 Derelict Vehicles,BRONX,22,712
14 Derelict Vehicles,BRONX,23,462
14 Derelict Vehicles,BROOKLYN,0,1040
14 Derelict Vehicles,BROOKLYN,1,730
14 Derelict Vehicles,BROOKLYN,2,481
14 Derelict Vehicles,BROOKLYN,3,310
14 Derelict Vehicles,BROOKLYN,4,316
14 Derelict Vehicles,BROOKLYN,5,685
14 Derelict Vehicles,BROOKLYN,6,1819
14 Derelict Vehicles,BROOKLYN,7,4043
14 Derelict Vehicles,BROOKLYN,8,7168
14 Derelict Vehicles,BROOKLYN,9,8481
14 Derelict Vehicles,BROOKLYN,10,7518
14 Derelict Vehicles,BROOKLYN,11,7385
14 Derelict Vehicles,BROOKLYN,12,7041
14 Derelict Vehicles,BROOKLYN,13,6011
14 Derelict Vehicles,BROOKLYN,14,6042
14 Derelict Vehicles,BROOKLYN,15,5668
14 Derelict Vehicles,BROOKLYN,16,5558
14 Derelict Vehicles,BROOKLYN,17,5008
14 Derelict Vehicles,BROOKLYN,18,4455
14 Derelict Vehicles,BROOKLYN,19,3643
14 Derelict Vehicles,BROOKLYN,20,2947
14 Derelict Vehicles,BROOKLYN,21,2491
14 Derelict Vehicles,BROOKLYN,22,2055
14 Derelict Vehicles,BROOKLYN,23,1561
14 Derelict Vehicles,MANHATTAN,0,55
14 Derelict Vehicles,MANHATTAN,1,47
14 Derelict Vehicles,MANHATTAN,2,25
14 Derelict Vehicles,MANHATTAN,3,32
14 Derelict Vehicles,MANHATTAN,4,8
14 Derelict Vehicles,MANHATTAN,5,40
14 Derelict Vehicles,MANHATTAN,6,78
14 Derelict Vehicles,MANHATTAN,7,243
14 Derelict Vehicles,MANHATTAN,8,453
14 Derelict Vehicles,MANHATTAN,9,468
14 Derelict Vehicles,MANHATTAN,10,489
14 Derelict Vehicles,MANHATTAN,11,443
14 Derelict Vehicles,MANHATTAN,12,375
14 Derelict Vehicles,MANHATTAN,13,351
14 Derelict Vehicles,MANHATTAN,14,300
14 Derelict Vehicles,MANHATTAN,15,349
14 Derelict Vehicles,MANHATTAN,16,318
14 Derelict Vehicles,MANHATTAN,17,284
14 Derelict Vehicles,MANHATTAN,18,237
14 Derelict Vehicles,MANHATTAN,19,164
14 Derelict Vehicles,MANHATTAN,20,175
14 Derelict Vehicles,MANHATTAN,21,144
14 Derelict Vehicles,MANHATTAN,22,128
14 Derelict Vehicles,MANHATTAN,23,108
14 Derelict Vehicles,QUEENS,0,843
14 Derelict Vehicles,QUEENS,1,585
14 Derelict Vehicles,QUEENS,2,335
14 Derelict Vehicles,QUEENS,3,280
14 Derelict Vehicles,QUEENS,4,272
14 Derelict Vehicles,QUEENS,5,692
14 Derelict Vehicles,QUEENS,6,1627
14 Derelict Vehicles,QUEENS,7,3051
14 Derelict Vehicles,QUEENS,8,5218
14 Derelict Vehicles,QUEENS,9,5790
14 Derelict Vehicles,QUEENS,10,5788
14 Derelict Vehicles,QUEENS,11,5690
14 Derelict Vehicles,QUEENS,12,5260
14 Derelict Vehicles,QUEENS,13,5055
14 Derelict Vehicles,QUEENS,14,5276
14 Derelict Vehicles,QUEENS,15,5228
14 Derelict Vehicles,QUEENS,16,4763
14 Derelict Vehicles,QUEENS,17,4409
14 Derelict Vehicles,QUEENS,18,3763
14 Derelict Vehicles,QUEENS,19,3281
14 Derelict Vehicles,QUEENS,20,2558
14 Derelict Vehicles,QUEENS,21,1923
14 Derelict Vehicles,QUEENS,22,1668
14 Derelict Vehicles,QUEENS,23,1196
14 Derelict Vehicles,STATEN ISLAND,0,98
14 Derelict Vehicles,STATEN ISLAND,1,74
14 Derelict Vehicles,STATEN ISLAND,2,73
14 Derelict Vehicles,STATEN ISLAND,3,34
14 Derelict Vehicles,STATEN ISLAND,4,39
14 Derelict Vehicles,STATEN ISLAND,5,89
14 Derelict Vehicles,STATEN ISLAND,6,234
14 Derelict Vehicles,STATEN ISLAND,7,448
14 Derelict Vehicles,STATEN ISLAND,8,888
14 Derelict Vehicles,STATEN ISLAND,9,952
14 Derelict Vehicles,STATEN ISLAND,10,879
14 Derelict Vehicles,STATEN ISLAND,11,1002
14 Derelict Vehicles,STATEN ISLAND,12,835
14 Derelict Vehicles,STATEN ISLAND,13,832
14 Derelict Vehicles,STATEN ISLAND,14,850
14 Derelict Vehicles,STATEN ISLAND,15,859
14 Derelict Vehicles,STATEN ISLAND,16,753
14 Derelict Vehicles,STATEN ISLAND,17,671
14 Derelict Vehicles,STATEN ISLAND,18,540
14 Derelict Vehicles,STATEN ISLAND,19,472
14 Derelict Vehicles,STATEN ISLAND,20,412
14 Derelict Vehicles,STATEN ISLAND,21,297
14 Derelict Vehicles,STATEN ISLAND,22,268
14 Derelict Vehicles,STATEN ISLAND,23,178
14 Derelict Vehicles,Unspecified,0,4
14 Derelict Vehicles,Unspecified,5,1
14 Derelict Vehicles,Unspecified,6,1
14 Derelict Vehicles,Unspecified,7,7
14 Derelict Vehicles,Unspecified,8,28
14 Derelict Vehicles,Unspecified,9,22
14 Derelict Vehicles,Unspecified,10,19
14 Derelict Vehicles,Unspecified,11,22
14 Derelict Vehicles,Unspecified,12,22
14 Derelict Vehicles,Unspecified,13,17
14 Derelict Vehicles,Unspecified,14,23
14 Derelict Vehicles,Unspecified,15,10
14 Derelict Vehicles,Unspecified,16,13
14 Derelict Vehicles,Unspecified,17,17
14 Derelict Vehicles,Unspecified,18,10
14 Derelict Vehicles,Unspecified,19,8
14 Derelict Vehicles,Unspecified,20,9
14 Derelict Vehicles,Unspecified,21,4
14 Derelict Vehicles,Unspecified,22,1
14 Derelict Vehicles,Unspecified,23,2
14B Derelict Bicycle,BRONX,0,14
14B Derelict Bicycle,BRONX,1,13
14B Derelict Bicycle,BRONX,2,9
14B Derelict Bicycle,BRONX,3,1
14B Derelict Bicycle,BRONX,4,2
14B Derelict Bicycle,BRONX,6,3
14B Derelict Bicycle,BRONX,7,6
14B Derelict Bicycle,BRONX,8,8
14B Derelict Bicycle,BRONX,9,8
14B Derelict Bicycle,BRONX,10,4
14B Derelict Bicycle,BRONX,11,11
14B Derelict Bicycle,BRONX,12,12
14B Derelict Bicycle,BRONX,13,8
14B Derelict Bicycle,BRONX,14,16
14B Derelict Bicycle,BRONX,15,7
14B Derelict Bicycle,BRONX,16,14
14B Derelict Bicycle,BRONX,17,9
14B Derelict Bicycle,BRONX,18,13
14B Derelict Bicycle,BRONX,19,14
14B Derelict Bicycle,BRONX,20,9
14B Derelict Bicycle,BRONX,21,12
14B Derelict Bicycle,BRONX,22,12
14B Derelict Bicycle,BRONX,23,3
14B Derelict Bicycle,BROOKLYN,0,30
14B Derelict Bicycle,BROOKLYN,1,23
14B Derelict Bicycle,BROOKLYN,2,21
14B Derelict Bicycle,BROOKLYN,3,18
14B Derelict Bicycle,BROOKLYN,4,9
14B Derelict Bicycle,BROOKLYN,5,10
14B Derelict Bicycle,BROOKLYN,6,64
14B Derelict Bicycle,BROOKLYN,7,162
14B Derelict Bicycle,BROOKLYN,8,295
14B Derelict Bicycle,BROOKLYN,9,445
14B Derelict Bicycle,BROOKLYN,10,526
14B Derelict Bicycle,BROOKLYN,11,482
14B Derelict Bicycle,BROOKLYN,12,500
14B Derelict Bicycle,BROOKLYN,13,434
14B Derelict Bicycle,BROOKLYN,14,417
14B Derelict Bicycle,BROOKLYN,15,403
14B Derelict Bicycle,BROOKLYN,16,422
14B Derelict Bicycle,BROOKLYN,17,357
14B Derelict Bicycle,BROOKLYN,18,292
14B Derelict Bicycle,BROOKLYN,19,228
14B Derelict Bicycle,BROOKLYN,20,184
14B Derelict Bicycle,BROOKLYN,21,155
14B Derelict Bicycle,BROOKLYN,22,102
14B Derelict Bicycle,BROOKLYN,23,71
14B Derelict Bicycle,MANHATTAN,0,46
14B Derelict Bicycle,MANHATTAN,1,24
14B Derelict Bicycle,MANHATTAN,2,17
14B Derelict Bicycle,MANHATTAN,3,4
14B Derelict Bicycle,MANHATTAN,4,9
14B Derelict Bicycle,MANHATTAN,5,18
14B Derelict Bicycle,MANHATTAN,6,49
14B Derelict Bicycle,MANHATTAN,7,145
14B Derelict Bicycle,MANHATTAN,8,345
14B Derelict Bicycle,MANHATTAN,9,644
14B Derelict Bicycle,MANHATTAN,10,563
14B Derelict Bicycle,MANHATTAN,11,547
14B Derelict Bicycle,MANHATTAN,12,524
14B Derelict Bicycle,MANHATTAN,13,535
14B Derelict Bicycle,MANHATTAN,14,572
14B Derelict Bicycle,MANHATTAN,15,480
14B Derelict Bicycle,MANHATTAN,16,465
14B Derelict Bicycle,MANHATTAN,17,391
14B Derelict Bicycle,MANHATTAN,18,286
14B Derelict Bicycle,MANHATTAN,19,252
14B Derelict Bicycle,MANHATTAN,20,214
14B Derelict Bicycle,MANHATTAN,21,170
14B Derelict Bicycle,MANHATTAN,22,151
14B Derelict Bicycle,MANHATTAN,23,97
14B Derelict Bicycle,QUEENS,0,9
14B Derelict Bicycle,QUEENS,1,5
14B Derelict Bicycle,QUEENS,2,6
14B Derelict Bicycle,QUEENS,3,5
14B Derelict Bicycle,QUEENS,4,4
14B Derelict Bicycle,QUEENS,5,14
14B Derelict Bicycle,QUEENS,6,16
14B Derelict Bicycle,QUEENS,7,32
14B Derelict Bicycle,QUEENS,8,76
14B Derelict Bicycle,QUEENS,9,101
14B Derelict Bicycle,QUEENS,10,125
14B Derelict Bicycle,QUEENS,11,125
14B Derelict Bicycle,QUEENS,12,111
14B Derelict Bicycle,QUEENS,13,110
14B Derelict Bicycle,QUEENS,14,87
14B Derelict Bicycle,QUEENS,15,123
14B Derelict Bicycle,QUEENS,16,83
14B Derelict Bicycle,QUEENS,17,69
14B Derelict Bicycle,QUEENS,18,68
14B Derelict Bicycle,QUEENS,19,52
14B Derelict Bicycle,QUEENS,20,48
14B Derelict Bicycle,QUEENS,21,33
14B Derelict Bicycle,QUEENS,22,22
14B Derelict Bicycle,QUEENS,23,19
14B Derelict Bicycle,STATEN ISLAND,5,1
14B Derelict Bicycle,STATEN ISLAND,7,6
14B Derelict Bicycle,STATEN ISLAND,8,1
14B Derelict Bicycle,STATEN ISLAND,9,4
14B Derelict Bicycle,STATEN ISLAND,10,5
14B Derelict Bicycle,STATEN ISLAND,11,6
14B Derelict Bicycle,STATEN ISLAND,12,2
14B Derelict Bicycle,STATEN ISLAND,13,1
14B Derelict Bicycle,STATEN ISLAND,14,3
14B Derelict Bicycle,STATEN ISLAND,15,5
14B Derelict Bicycle,STATEN ISLAND,17,2
14B Derelict Bicycle,STATEN ISLAND,18,2
14B Derelict Bicycle,STATEN ISLAND,19,1
14B Derelict Bicycle,STATEN ISLAND,20,1
14B Derelict Bicycle,STATEN ISLAND,22,2
14B Derelict Bicycle,STATEN ISLAND,23,1
14B Derelict Bicycle,Unspecified,7,2
14B Derelict Bicycle,Unspecified,8,1
14B Derelict Bicycle,Unspecified,10,1
14B Derelict Bicycle,Unspecified,12,1
14B Derelict Bicycle,Unspecified,13,1
14B Derelict Bicycle,Unspecified,16,1
14B Derelict Bicycle,Unspecified,20,1
15 Street Cond/Dump-Out/Drop-Off,BRONX,0,152
15 Street Cond/Dump-Out/Drop-Off,BRONX,1,113
15 Street Cond/Dump-Out/Drop-Off,BRONX,2,64
15 Street Cond/Dump-Out/Drop-Off,BRONX,3,59
15 Street Cond/Dump-Out/Drop-Off,BRONX,4,53
15 Street Cond/Dump-Out/Drop-Off,BRONX,5,136
15 Street Cond/Dump-Out/Drop-Off,BRONX,6,547
15 Street Cond/Dump-Out/Drop-Off,BRONX,7,1417
15 Street Cond/Dump-Out/Drop-Off,BRONX,8,2271
15 Street Cond/Dump-Out/Drop-Off,BRONX,9,2569
15 Street Cond/Dump-Out/Drop-Off,BRONX,10,2288
15 Street Cond/Dump-Out/Drop-Off,BRONX,11,2004
15 Street Cond/Dump-Out/Drop-Off,BRONX,12,1747
15 Street Cond/Dump-Out/Drop-Off,BRONX,13,1740
15 Street Cond/Dump-Out/Drop-Off,BRONX,14,1438
15 Street Cond/Dump-Out/Drop-Off,BRONX,15,1380
15 Street Cond/Dump-Out/Drop-Off,BRONX,16,1247
15 Street Cond/Dump-Out/Drop-Off,BRONX,17,1061
15 Street Cond/Dump-Out/Drop-Off,BRONX,18,1021
15 Street Cond/Dump-Out/Drop-Off,BRONX,19,696
15 Street Cond/Dump-Out/Drop-Off,BRONX,20,548
15 Street Cond/Dump-Out/Drop-Off,BRONX,21,429
15 Street Cond/Dump-Out/Drop-Off,BRONX,22,334
15 Street Cond/Dump-Out/Drop-Off,BRONX,23,240
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,0,541
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,1,315
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,2,193
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,3,143
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,4,172
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,5,379
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,6,1478
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,7,3805
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,8,6828
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,9,8743
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,10,8158
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,11,7134
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,12,6141
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,13,5848
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,14,5415
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,15,4875
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,16,4362
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,17,3721
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,18,3439
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,19,2686
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,20,2151
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,21,1687
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,22,1322
15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,23,930
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,0,188
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,1,109
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,2,73
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,3,42
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,4,46
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,5,121
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,6,437
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,7,1144
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,8,2069
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,9,2675
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,10,2368
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,11,2113
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,12,1768
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,13,1771
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,14,1626
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,15,1411
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,16,1253
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,17,1085
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,18,1034
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,19,781
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,20,676
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,21,520
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,22,455
15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,23,332
15 Street Cond/Dump-Out/Drop-Off,QUEENS,0,403
15 Street Cond/Dump-Out/Drop-Off,QUEENS,1,239
15 Street Cond/Dump-Out/Drop-Off,QUEENS,2,177
15 Street Cond/Dump-Out/Drop-Off,QUEENS,3,128
15 Street Cond/Dump-Out/Drop-Off,QUEENS,4,181
15 Street Cond/Dump-Out/Drop-Off,QUEENS,5,394
15 Street Cond/Dump-Out/Drop-Off,QUEENS,6,1254
15 Street Cond/Dump-Out/Drop-Off,QUEENS,7,2706
15 Street Cond/Dump-Out/Drop-Off,QUEENS,8,4770
15 Street Cond/Dump-Out/Drop-Off,QUEENS,9,5925
15 Street Cond/Dump-Out/Drop-Off,QUEENS,10,5634
15 Street Cond/Dump-Out/Drop-Off,QUEENS,11,5225
15 Street Cond/Dump-Out/Drop-Off,QUEENS,12,4622
15 Street Cond/Dump-Out/Drop-Off,QUEENS,13,4289
15 Street Cond/Dump-Out/Drop-Off,QUEENS,14,3915
15 Street Cond/Dump-Out/Drop-Off,QUEENS,15,3599
15 Street Cond/Dump-Out/Drop-Off,QUEENS,16,3287
15 Street Cond/Dump-Out/Drop-Off,QUEENS,17,2823
15 Street Cond/Dump-Out/Drop-Off,QUEENS,18,2448
15 Street Cond/Dump-Out/Drop-Off,QUEENS,19,2027
15 Street Cond/Dump-Out/Drop-Off,QUEENS,20,1572
15 Street Cond/Dump-Out/Drop-Off,QUEENS,21,1205
15 Street Cond/Dump-Out/Drop-Off,QUEENS,22,964
15 Street Cond/Dump-Out/Drop-Off,QUEENS,23,724
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,0,99
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,1,45
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,2,20
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,3,22
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,4,17
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,5,61
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,6,228
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,7,671
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,8,1114
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,9,1321
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,10,1312
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,11,1198
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,12,1073
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,13,1047
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,14,1029
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,15,923
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,16,848
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,17,730
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,18,649
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,19,473
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,20,381
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,21,272
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,22,200
15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,23,111
15 Street Cond/Dump-Out/Drop-Off,Unspecified,0,4
15 Street Cond/Dump-Out/Drop-Off,Unspecified,1,1
15 Street Cond/Dump-Out/Drop-Off,Unspecified,2,1
15 Street Cond/Dump-Out/Drop-Off,Unspecified,3,1
15 Street Cond/Dump-Out/Drop-Off,Unspecified,5,3
15 Street Cond/Dump-Out/Drop-Off,Unspecified,6,13
15 Street Cond/Dump-Out/Drop-Off,Unspecified,7,13
15 Street Cond/Dump-Out/Drop-Off,Unspecified,8,11
15 Street Cond/Dump-Out/Drop-Off,Unspecified,9,24
15 Street Cond/Dump-Out/Drop-Off,Unspecified,10,16
15 Street Cond/Dump-Out/Drop-Off,Unspecified,11,18
15 Street Cond/Dump-Out/Drop-Off,Unspecified,12,20
15 Street Cond/Dump-Out/Drop-Off,Unspecified,13,17
15 Street Cond/Dump-Out/Drop-Off,Unspecified,14,18
15 Street Cond/Dump-Out/Drop-Off,Unspecified,15,19
15 Street Cond/Dump-Out/Drop-Off,Unspecified,16,12
15 Street Cond/Dump-Out/Drop-Off,Unspecified,17,14
15 Street Cond/Dump-Out/Drop-Off,Unspecified,18,18
15 Street Cond/Dump-Out/Drop-Off,Unspecified,19,13
15 Street Cond/Dump-Out/Drop-Off,Unspecified,20,13
15 Street Cond/Dump-Out/Drop-Off,Unspecified,21,7
15 Street Cond/Dump-Out/Drop-Off,Unspecified,22,2
15 Street Cond/Dump-Out/Drop-Off,Unspecified,23,7
15I Street Condition Ice-Non Storm,BRONX,0,9
15I Street Condition Ice-Non Storm,BRONX,1,1
15I Street Condition Ice-Non Storm,BRONX,3,1
15I Street Condition Ice-Non Storm,BRONX,4,3
15I Street Condition Ice-Non Storm,BRONX,5,1
15I Street Condition Ice-Non Storm,BRONX,6,13
15I Street Condition Ice-Non Storm,BRONX,7,41
15I Street Condition Ice-Non Storm,BRONX,8,100
15I Street Condition Ice-Non Storm,BRONX,9,90
15I Street Condition Ice-Non Storm,BRONX,10,58
15I Street Condition Ice-Non Storm,BRONX,11,39
15I Street Condition Ice-Non Storm,BRONX,12,18
15I Street Condition Ice-Non Storm,BRONX,13,28
15I Street Condition Ice-Non Storm,BRONX,14,25
15I Street Condition Ice-Non Storm,BRONX,15,27
15I Street Condition Ice-Non Storm,BRONX,16,27
15I Street Condition Ice-Non Storm,BRONX,17,14
15I Street Condition Ice-Non Storm,BRONX,18,20
15I Street Condition Ice-Non Storm,BRONX,19,19
15I Street Condition Ice-Non Storm,BRONX,20,17
15I Street Condition Ice-Non Storm,BRONX,21,8
15I Street Condition Ice-Non Storm,BRONX,22,10
15I Street Condition Ice-Non Storm,BRONX,23,8
15I Street Condition Ice-Non Storm,BROOKLYN,0,10
15I Street Condition Ice-Non Storm,BROOKLYN,1,7
15I Street Condition Ice-Non Storm,BROOKLYN,2,1
15I Street Condition Ice-Non Storm,BROOKLYN,3,3
15I Street Condition Ice-Non Storm,BROOKLYN,4,2
15I Street Condition Ice-Non Storm,BROOKLYN,5,15
15I Street Condition Ice-Non Storm,BROOKLYN,6,13
15I Street Condition Ice-Non Storm,BROOKLYN,7,54
15I Street Condition Ice-Non Storm,BROOKLYN,8,106
15I Street Condition Ice-Non Storm,BROOKLYN,9,105
15I Street Condition Ice-Non Storm,BROOKLYN,10,79
15I Street Condition Ice-Non Storm,BROOKLYN,11,59
15I Street Condition Ice-Non Storm,BROOKLYN,12,46
15I Street Condition Ice-Non Storm,BROOKLYN,13,52
15I Street Condition Ice-Non Storm,BROOKLYN,14,45
15I Street Condition Ice-Non Storm,BROOKLYN,15,49
15I Street Condition Ice-Non Storm,BROOKLYN,16,45
15I Street Condition Ice-Non Storm,BROOKLYN,17,43
15I Street Condition Ice-Non Storm,BROOKLYN,18,27
15I Street Condition Ice-Non Storm,BROOKLYN,19,30
15I Street Condition Ice-Non Storm,BROOKLYN,20,44
15I Street Condition Ice-Non Storm,BROOKLYN,21,28
15I Street Condition Ice-Non Storm,BROOKLYN,22,33
15I Street Condition Ice-Non Storm,BROOKLYN,23,17
15I Street Condition Ice-Non Storm,MANHATTAN,0,5
15I Street Condition Ice-Non Storm,MANHATTAN,1,3
15I Street Condition Ice-Non Storm,MANHATTAN,2,3
15I Street Condition Ice-Non Storm,MANHATTAN,3,3
15I Street Condition Ice-Non Storm,MANHATTAN,4,1
15I Street Condition Ice-Non Storm,MANHATTAN,5,4
15I Street Condition Ice-Non Storm,MANHATTAN,6,10
15I Street Condition Ice-Non Storm,MANHATTAN,7,41
15I Street Condition Ice-Non Storm,MANHATTAN,8,61
15I Street Condition Ice-Non Storm,MANHATTAN,9,41
15I Street Condition Ice-Non Storm,MANHATTAN,10,36
15I Street Condition Ice-Non Storm,MANHATTAN,11,26
15I Street Condition Ice-Non Storm,MANHATTAN,12,26
15I Street Condition Ice-Non Storm,MANHATTAN,13,22
15I Street Condition Ice-Non Storm,MANHATTAN,14,18
15I Street Condition Ice-Non Storm,MANHATTAN,15,19
15I Street Condition Ice-Non Storm,MANHATTAN,16,23
15I Street Condition Ice-Non Storm,MANHATTAN,17,17
15I Street Condition Ice-Non Storm,MANHATTAN,18,19
15I Street Condition Ice-Non Storm,MANHATTAN,19,13
15I Street Condition Ice-Non Storm,MANHATTAN,20,9
15I Street Condition Ice-Non Storm,MANHATTAN,21,16
15I Street Condition Ice-Non Storm,MANHATTAN,22,5
15I Street Condition Ice-Non Storm,MANHATTAN,23,9
15I Street Condition Ice-Non Storm,QUEENS,0,12
15I Street Condition Ice-Non Storm,QUEENS,1,9
15I Street Condition Ice-Non Storm,QUEENS,2,5
15I Street Condition Ice-Non Storm,QUEENS,3,5
15I Street Condition Ice-Non Storm,QUEENS,4,1
15I Street Condition Ice-Non Storm,QUEENS,5,3
15I Street Condition Ice-Non Storm,QUEENS,6,29
15I Street Condition Ice-Non Storm,QUEENS,7,93
15I Street Condition Ice-Non Storm,QUEENS,8,146
15I Street Condition Ice-Non Storm,QUEENS,9,154
15I Street Condition Ice-Non Storm,QUEENS,10,112
15I Street Condition Ice-Non Storm,QUEENS,11,94
15I Street Condition Ice-Non Storm,QUEENS,12,75
15I Street Condition Ice-Non Storm,QUEENS,13,83
15I Street Condition Ice-Non Storm,QUEENS,14,60
15I Street Condition Ice-Non Storm,QUEENS,15,68
15I Street Condition Ice-Non Storm,QUEENS,16,69
15I Street Condition Ice-Non Storm,QUEENS,17,62
15I Street Condition Ice-Non Storm,QUEENS,18,38
15I Street Condition Ice-Non Storm,QUEENS,19,35
15I Street Condition Ice-Non Storm,QUEENS,20,46
15I Street Condition Ice-Non Storm,QUEENS,21,40
15I Street Condition Ice-Non Storm,QUEENS,22,32
15I Street Condition Ice-Non Storm,QUEENS,23,21
15I Street Condition Ice-Non Storm,STATEN ISLAND,0,7
15I Street Condition Ice-Non Storm,STATEN ISLAND,1,12
15I Street Condition Ice-Non Storm,STATEN ISLAND,2,5
15I Street Condition Ice-Non Storm,STATEN ISLAND,3,3
15I Street Condition Ice-Non Storm,STATEN ISLAND,4,5
15I Street Condition Ice-Non Storm,STATEN ISLAND,5,15
15I Street Condition Ice-Non Storm,STATEN ISLAND,6,25
15I Street Condition Ice-Non Storm,STATEN ISLAND,7,114
15I Street Condition Ice-Non Storm,STATEN ISLAND,8,163
15I Street Condition Ice-Non Storm,STATEN ISLAND,9,149
15I Street Condition Ice-Non Storm,STATEN ISLAND,10,101
15I Street Condition Ice-Non Storm,STATEN ISLAND,11,87
15I Street Condition Ice-Non Storm,STATEN ISLAND,12,81
15I Street Condition Ice-Non Storm,STATEN ISLAND,13,63
15I Street Condition Ice-Non Storm,STATEN ISLAND,14,69
15I Street Condition Ice-Non Storm,STATEN ISLAND,15,57
15I Street Condition Ice-Non Storm,STATEN ISLAND,16,58
15I Street Condition Ice-Non Storm,STATEN ISLAND,17,63
15I Street Condition Ice-Non Storm,STATEN ISLAND,18,50
15I Street Condition Ice-Non Storm,STATEN ISLAND,19,41
15I Street Condition Ice-Non Storm,STATEN ISLAND,20,39
15I Street Condition Ice-Non Storm,STATEN ISLAND,21,36
15I Street Condition Ice-Non Storm,STATEN ISLAND,22,23
15I Street Condition Ice-Non Storm,STATEN ISLAND,23,21
15I Street Condition Ice-Non Storm,Unspecified,0,1
15I Street Condition Ice-Non Storm,Unspecified,5,1
15I Street Condition Ice-Non Storm,Unspecified,6,1
